post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_base-colour,attribute_data:pa_base-colour,attribute_default:pa_base-colour,attribute:pa_chair-style,attribute_data:pa_chair-style,attribute_default:pa_chair-style,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_drawer-options,attribute_data:pa_drawer-options,attribute_default:pa_drawer-options,attribute:pa_fabric-range,attribute_data:pa_fabric-range,attribute_default:pa_fabric-range,attribute:pa_frame-colour,attribute_data:pa_frame-colour,attribute_default:pa_frame-colour,attribute:pa_furniture-option,attribute_data:pa_furniture-option,attribute_default:pa_furniture-option,attribute:pa_guestbed,attribute_data:pa_guestbed,attribute_default:pa_guestbed,attribute:pa_headboard,attribute_data:pa_headboard,attribute_default:pa_headboard,attribute:pa_leather-type,attribute_data:pa_leather-type,attribute_default:pa_leather-type,attribute:pa_leg-colour,attribute_data:pa_leg-colour,attribute_default:pa_leg-colour,attribute:pa_mattress-firmness,attribute_data:pa_mattress-firmness,attribute_default:pa_mattress-firmness,attribute:pa_mattress-options,attribute_data:pa_mattress-options,attribute_default:pa_mattress-options,attribute:pa_no-of-chairs,attribute_data:pa_no-of-chairs,attribute_default:pa_no-of-chairs,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sofa-options,attribute_data:pa_sofa-options,attribute_default:pa_sofa-options,attribute:pa_tent,attribute_data:pa_tent,attribute_default:pa_tent,attribute:pa_upholstry-colour,attribute_data:pa_upholstry-colour,attribute_default:pa_upholstry-colour,attribute:pa_vat-exempt,attribute_data:pa_vat-exempt,attribute_default:pa_vat-exempt
"Devonport Dining Table + 6 Chairs",devonport-dining-table-6-chairs,,7801,"An elegant dining set combining an oiled real oak veneer top with a beautifully designed solid legs, perfectly finished in a subtle ivory lacquer to ensure a classic piece with timeless appeal. Crafted from solid rubberwood and a 25mm oiled oak top, and a microsuede padded seat, this dining set adds a touch of elegance to any dining area.

A wide range of coordinating items are also available within the Devonport Collection.
<ul>
 	<li>Real Oak Veneers with Oiled Finish</li>
 	<li>Durable Ivory Lacquered Base</li>
 	<li>Timeless and Classic Design</li>
 	<li>Strong and Sturdy Construction</li>
</ul>
<h2>150cm D x 90cm W x 75cm H</h2>",,publish,,0,"2019-01-19 13:04:26",1,closed,,,,no,no,,1499.99,999.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/devonport-extending-dining-table-6-chairs-roomset-extended.jpg ! alt :  ! title : devonport-extending-dining-table-6-chairs-roomset-extended ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/devonport-extending-table-6-chairs-extended-props.jpg ! alt :  ! title : devonport-extending-table-6-chairs-extended-props ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/devonport-extending-table-leg-detail.jpg ! alt :  ! title : devonport-extending-table-leg-detail ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/devonport-extending-table-mechanism.jpg ! alt :  ! title : devonport-extending-table-mechanism ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/devonport-dining-table-6-chairs/,,,,,,,,1,90,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|ivory|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devonport Round Dining Table + 4 Chairs",devonport-round-dining-table-4-chairs,,7805,"An elegant circular dining set combining an oiled real oak veneer top with a beautifully designed pedestal base, perfectly finished in a subtle ivory lacquer to ensure a classic piece with timeless appeal.

Crafted from solid rubberwood and a 25mm oiled oak top, and a microsuede padded seat, this dining set adds a touch of elegance to any dining area.

A wide range of coordinating items are also available within the Devenport Collection.
<ul>
 	<li>Real Oak Veneers with Oiled Finish</li>
 	<li>Durable Ivory Lacquered Base</li>
 	<li>Timeless and Classic Design</li>
 	<li>Strong and Sturdy Construction</li>
 	<li>Microsuede padded seat</li>
</ul>
<h2>106cm D x 106cm W x 75cm H</h2>",,publish,,0,"2019-01-19 13:24:53",1,closed,,,,no,no,,999.99,699.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Devonport.jpg ! alt : Devonport ! title : Devonport ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Devonport-roomset-detail-01.jpg ! alt :  ! title : Devonport-roomset-detail-01 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Devonport-roomset-detail-02.jpg ! alt :  ! title : Devonport-roomset-detail-02 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Devonport-table.jpg ! alt :  ! title : Devonport-table ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/devonport-round-dining-table-4-chairs/,,,,,,,,1,90,,,simple,,"Dining|Dining > Dining Tables","Dining Table|ivory|oak|round",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harrogate Dining Table + 6 Chairs",harrogate-dining-table-6-chairs,,7807,"Harrogate is an elegant range of Dining and Occasional furniture, presented in an immaculate painted, soft Elephant Grey finish with beautiful pale oak tops, crafted from a combination of high grade White Oak solids and veneers.

Harrogate's combination of superior quality materials and classic design ensures a timeless appeal and fits perfectly alongside both traditional and contemporary decor.

This imposing dining table features a substantial 30mm top and a 40cm butterfly extension system that is easy to use and stores within the table when not in use.

The elegant dining chair is upholstered in a chic taupe coloured linen fabric with foam padding for extra comfort.

Part of the extensive Harrogate Dining and Occasional furniture range.
<ul>
 	<li>Durable 2-Tone Lacquered Finish - Subtle Elephant Grey and Pale Oak</li>
 	<li>Versatile Look that Suits both Modern and Period Surroundings</li>
 	<li>Table Extends from 140cm to 180cm in Length</li>
 	<li>Comfortable Padded Taupe Linen Seat</li>
</ul>
<div class=""eight wide column"">
<h2>78cm D x 140cm W x 90cm H</h2>
</div>",,publish,,0,"2019-01-19 13:28:13",1,open,,,,no,no,,1899.99,1299.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Harrogate.jpg ! alt : Harrogate ! title : Harrogate ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/harrogate-dining-table-6-chairs/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|GREY|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knightsbridge Extending Dining Table + 6 Chairs",knightsbridge-extending-dining-table-6-chairs,,7809,"A truly stunning walnut finish dining table crafted from solid beech and beech veneers. Its sleek, modish design adds a real wow factor to any dining room, while an easy to use extending leaf means that it also offers exceptional practicality.

Paired with the Knightsbridge chairs in Cappuccino Linen effect fabric that are ergonomically formed and padded for a very comfortable sit.
<ul>
 	<li>Durable Lacquered Finish</li>
 	<li>Strong and Sturdy Solid Beech Frame</li>
 	<li>Sumptuous Walnut Coloured Stain</li>
</ul>
<div class=""eight wide column"">
<h2>195cm D x 90cm W x 75cm H</h2>
</div>",,publish,,0,"2019-01-19 13:43:49",1,open,,,,no,no,,1499.99,999.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Knightsbridge.jpg ! alt : Knightsbridge ! title : Knightsbridge ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/knightsbridge-extending-dining-table-6-chairs/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parma Round Glass Dining Table + 4 Chairs",parma-round-glass-dining-table-4-chairs,,7811,"A truly stunning circular dining set featuring an elegantly styled solid Beech base in Walnut finish, topped with a substantial tempered glass top and ergonomic fabric upholstered Parma chairs to create an exquisite contemporary piece that will take pride of place in any home.
<ul>
 	<li>120cm Diameter, 10mm Tempered Glass Top</li>
 	<li>Solid Beech Frame</li>
 	<li>Durable Walnut Effect Lacquered Base</li>
 	<li>Linen Effect Padded Dining Chair</li>
</ul>
<h2>120cm D x 120cm W x 75cm H</h2>",,publish,,0,"2019-01-19 13:48:14",1,open,,,,no,no,,999.99,699.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Parma.jpg ! alt : Parma ! title : Parma ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/parma-round-glass-dining-table-4-chairs/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|Glass|round|walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samford Extending Dining Table + 6 Chairs (Oval/Round)",samford-extending-dining-table-6-chairs-oval-round,,7814,"Samford is a refined circular dining table with a stylish pedestal base.

Finished in a subtle ivory lacquer, Samford offers extreme practicality, extending to an attractive oval table that easily seats six diners via an easy-to-use hidden butterfly mechanism.

Samford is of a timeless design that sits comfortably within traditional and more contemporary interiors.

The Samford Dining Chair is an elegant fan backed chair finished in matching ivory lacquer with a sumptuous taupe upholstered seat pad.
<ul>
 	<li>Durable Satin Ivory Lacquered Finish</li>
 	<li>100cm Diameter when closed, extending to 138cm Oval when open.</li>
 	<li>Plush Taupe Linen Effect Padded Seat</li>
 	<li>Strong and Sturdy Pedestal Base</li>
</ul>
<div class=""eight wide column"">
<h2>138cm D x 100cm W x 75cm H</h2>
</div>",,publish,,0,"2019-01-19 14:32:47",1,open,,,,no,no,,1299.99,899.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Samford.jpg ! alt : Samford ! title : Samford ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Samford-Legs.jpg ! alt : Samford Legs ! title : Samford Legs ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Samford-Table.jpg ! alt : Samford Table ! title : Samford Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Samford-Cut-Out.jpg ! alt : Samford Cut Out ! title : Samford Cut Out ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/samford-extending-dining-table-6-chairs-oval-round/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|extending|oval|round",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swansea Oak & Cream Dining Table + 6 Chairs",swansea-oak-cream-dining-table-6-chairs,,7824,"The Swansea Dining Set is crafted from beautiful materials to form an imposing and timeless dining set, equally at home in a country or contemporary setting.

A fine real oak top in a warm Welsh oak finish adds a real warmth and depth to the substantial table top and contrasts perfectly with the delicate ivory coloured lacquer of the dining table's base and accompanying dining chairs.
<ul>
 	<li>Strong oak veneered MDF and rubberwood frame.</li>
 	<li>Elegant fabric padded seat</li>
 	<li>Depth of seating area - 47cm</li>
</ul>
<div class=""eight wide column"">
<h2>180cm D x 100cm W x 75cm H</h2>
</div>",,publish,,0,"2019-01-19 14:42:07",1,open,,,,no,no,,1299.99,999.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Swansea.jpg ! alt : Swansea ! title : Swansea ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Swansea-Cut-Out.jpg ! alt : Swansea Cut Out ! title : Swansea Cut Out ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/Swansea-Table.jpg ! alt : Swansea Table ! title : Swansea Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2019/01/swansea-Chair.jpg ! alt : swansea Chair ! title : swansea Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/swansea-oak-cream-dining-table-6-chairs/,,,,,,,,,,,,simple,,"Dining|Dining > Dining Tables","Dining Table|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portland Dining Table + 6 Chairs",portland-dining-table-6-chairs,,8737,"<div id=""ContentPlaceHolder1_PdataList_pnlSI_0""><span style=""font-size: 14.4px;"">The Delta Extending Dining Set is a melamine concrete board dining table with a very appealing finish. </span></div>
<div><span style=""font-size: 14.4px;"">It is matched with a brushed stainless steel base. </span></div>
<div><span style=""font-size: 14.4px;"">This dining set comes with six chairs finished in a synthetic leather, six colours to choose from.</span></div>
<div>
<table class=""proddimensions"">
<tbody>
<tr>
<th>Length</th>
<td class=""noborder"">:</td>
<td class=""text-right"">1600mm</td>
</tr>
<tr>
<th>Maximum Length</th>
<td class=""noborder"">:</td>
<td class=""text-right"">2200mm</td>
</tr>
<tr>
<th>Width</th>
<td class=""noborder"">:</td>
<td class=""text-right"">900mm</td>
</tr>
<tr>
<th>Height</th>
<td class=""noborder"">:</td>
<td class=""text-right"">760mm</td>
</tr>
</tbody>
</table>
</div>",,publish,,0,"2020-01-25 16:24:43",1,closed,,,,no,no,,2999.99,1999.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2020/01/DEL-223_web.jpg ! alt :  ! title : Portland Table ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/portland-dining-table-6-chairs/,,,,,,,,,90,,,simple,,"Dining|Dining > Dining Tables","Dining Table|oak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Westminster American White Oak Extending Dining Table + 6 Hereford Chairs",westminster-american-white-oak-extending-dining-table-6-hereford-chairs,,9002,"A classic extending dining table with a chunky 40mm thick top in a sumptuous Waxed Oak finish.

Made from the finest American White Oak and Oak Veneers, the Westminster features a 40cm butterfly extension system that is stored within the table when not in use.

Matching Solid Oak Dining Chair with a choice of comfortable, padded upholstered seats in either faux leather or Taupe Linen.
<ul>
 	<li>Waxed Oak Finish</li>
 	<li>Versatile Look that Suits both Modern and Period Surroundings</li>
 	<li>Table Extends from 140cm to 180cm in Length</li>
 	<li>Easy Care Faux Leather Seat Pad</li>
 	<li>140 40cm x 90cm x 78cmH</li>
</ul>","140 40 x 90 x 78cm H",publish,,0,"2020-10-24 16:12:01",77,open,,,,no,no,,1999.99,1499.99,,,,,,,instock,no,no,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2020/10/Westminster-Hereford-Chair.jpg ! alt :  ! title : Westminster Hereford Chair ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2020/10/Hereford-Chair.jpg ! alt :  ! title : Hereford Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/westminster-american-white-oak-extending-dining-table-6-hereford-chairs/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs|Dining > Dining Tables","Dining Table|oak",,,,,"Hereford Taupe Linen|Westminster Faux Leather",1|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table &amp; 8 Chairs|0 Chairs (Table Only)|Table &amp; 4 Chairs|Table &amp; 6 Chairs",2|1|0,,,,,,,,,,,,,,,,
"Pisa Power Recliner Corner Suite",pisa-power-recliner-corner-suite,,11211,"Pisa Power Recliner Corner Suite

•    Two Electric recliners to the Corner

•    Drinks holder

•    Finished in a stylish textured fabric

<span style=""font-size: 14.4px;"">•    Zigzag springs</span>

•    Frame is a combination of solid wood and polywood

<span style=""font-size: 14.4px;"">
Corner H: 100cm D: 96.5cm W (left): 312.4cm W (right): 279.4cm</span>",,publish,,0,"2021-05-10 13:05:34",77,closed,,,,no,no,,3999.99,2999.99,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2021/05/Pisa-main.jpg ! alt :  ! title : Pisa-main ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2021/05/Pisa-fe-corner.jpg ! alt :  ! title : Pisa-fe-corner ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2021/05/Pisa-fe-side.jpg ! alt :  ! title : Pisa-fe-side ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/pisa-power-recliner-corner-suite/,,,,,,,,1,60,,,simple,featured|outofstock,"Sofas & Suites > Sofa Recliners",corner|Leather|recliner|sofa|suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Seater Sofa|3 Seater Sofa|Armchair|Corner Sofa",0|1|1,,,,,Fawn|Smokey,1|1|1,,,,
"Georgia Bunk Bed - Pine",georgia-bunk-bed-pine,,11501,"<h3><strong>Georgia Bunkbeds</strong></h3>
The contemporary solid pine Georgia bunk bed creates timeless style in its antique colour, suitable for a variety of décors. A solid slatted base ensures a comfortable night's sleep for your kid's. The Georgia Bunk Bed accepts 2 Standard UK single mattresses.
<ul>
 	<li>Accepts 2 Standard UK Single Mattresses (90cm x 190cm)</li>
 	<li>Solid Pine Slatted Base</li>
 	<li>Distance from floor to top of ladder - 108.5cm</li>
 	<li>Conforms to BS EN 747:2012 Safety Standards</li>
 	<li>To minimise the danger of falling from the top bunk, we recommend that the top of the mattress should always be at least 16cm below the top of the lowest part of the guardrail. Maximum mattress height for this bunk is 19cm</li>
</ul>
The Georgia bunk bed in solid natural pine creates timeless style with it's simple and traditional design.

A solid slatted base ensures a comfortable night's sleep and improved durability. Perfect for sharing siblings or sleepovers, this bunk bed allows two beds to be placed in the same footspace as a single bed freeing up space in your room.
<h3>Features and Benefits</h3>
<ul>
 	<li><strong>Solid Pine</strong>– Crafted from solid pine this bunk is strong and sturdy to withstand plenty of use.</li>
 	<li><strong>Great For Small Spaces</strong>– Perfect for sharing siblings or sleepovers, this bunk bed allows two beds to be placed in the same footspace as a single bed freeing up space in your room.</li>
 	<li><strong>Solid Slatted Base</strong>– The solid slatted base provides a more comfortable night's sleep and greater durability.</li>
</ul>
<h3>Specifications</h3>
<ul>
 	<li>Colour: Low sheen natural pine lacquer</li>
 	<li>Length of guarantee: 1 year</li>
 	<li>Made from solid pine</li>
 	<li>Accepts 2 Standard UK Single Mattresses (90cm x 190cm)</li>
 	<li>Maximum mattress height for this bunk is 19cm</li>
 	<li>Conforms to BS EN 747:2012 for bunk beds</li>
 	<li>Not suitable for children under 6 years</li>
 	<li>Self assembly required</li>
 	<li>Dimensions:H150 x W203 x D105cm</li>
</ul>
&nbsp;

&nbsp;","Mattresses sold separately",publish,,0,"2021-10-11 14:54:18",77,closed,,,,no,no,,499.99,399.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2021/10/georgia-bunk-bed-roomset.jpg ! alt :  ! title : georgia-bunk-bed-roomset ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/georgia-bunk-bed-pine/,,,,,,,,2,90,,,simple,,"Beds > Bedsteads|Beds > Bunkbeds|Beds > Childrens Beds|Beds > White Wooden Beds|Beds > Wooden Beds",BED|BUNK|bunkbeds|oak|SINGLE|wooden,,,,,,,,,,,,,,,,,"Anthracite|Surf White|Dove Grey",1|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
